Manufacturer,Model Year,Regulatory Class,Vehicle Type,Production ,Production Share,MPG (Avg. City/HW),CO2 g/mi (Avg. City/HW),Footprint (sq. ft.)
All,2018,All,All,16260,1,25.11,352.72,50.35
Nissan,2018,Truck,Minivan/Van,14,0.001,25.16,353.28,47.90
Hyundai,2018,Car,Car SUV,264,0.017,25.21,352.58,46.52
Ford,2018,Car,Car SUV,257,0.016,25.46,349.10,46.51
Toyota,2018,All,All,2443,0.153,25.52,347.94,48.78
Kia,2018,Car,Car SUV,57,0.004,25.67,346.26,47.44
Honda,2018,Truck,All Truck,595,0.037,25.80,344.39,49.41
Mercedes,2018,Car,Sedan/Wagon,167,0.01,25.86,342.81,48.29
Mercedes,2018,Car,All Car,209,0.013,25.93,342.00,48.27
BMW,2018,All,All,368,0.023,25.98,339.23,48.29
Stellantis,2018,Car,Car SUV,142,0.009,26.23,338.82,44.08
Mercedes,2018,Car,Car SUV,42,0.003,26.23,338.80,48.21
Mazda,2018,Truck,Truck SUV,115,0.007,26.34,337.45,47.89
Mazda,2018,Truck,All Truck,115,0.007,26.34,337.45,47.89
Toyota,2018,Car,Car SUV,277,0.017,26.37,336.99,45.54
Honda,2018,Truck,Truck SUV,462,0.029,26.74,332.35,47.66
Nissan,2018,All,All,1328,0.083,27.13,326.79,47.85
VW,2018,Car,All Car,330,0.021,27.13,326.77,45.86
VW,2018,Car,Sedan/Wagon,327,0.021,27.17,326.25,45.87
Ford,2018,Car,All Car,721,0.045,27.26,325.59,46.60
BMW,2018,Car,All Car,270,0.017,27.32,321.79,47.26
BMW,2018,Car,Sedan/Wagon,270,0.017,27.32,321.79,47.26
All,2018,Car,Car SUV,1838,0.113,27.35,323.89,45.98
Kia,2018,All,All,509,0.032,27.79,319.43,46.86
Ford,2018,Car,Sedan/Wagon,464,0.029,28.38,312.54,46.66
Subaru,2018,Car,All Car,151,0.009,28.44,312.44,44.89
Subaru,2018,Car,Sedan/Wagon,151,0.009,28.44,312.44,44.89
Hyundai,2018,All,All,708,0.044,28.55,311.14,46.61
Mazda,2018,Car,Car SUV,59,0.004,28.60,310.79,46.30
Mazda,2018,All,All,319,0.02,28.68,309.86,46.46
Subaru,2018,All,All,674,0.042,28.70,309.66,44.99
Subaru,2018,Truck,Truck SUV,524,0.033,28.77,308.86,45.02
Subaru,2018,Truck,All Truck,524,0.033,28.77,308.86,45.02
GM,2018,Car,Car SUV,393,0.025,28.88,308.05,45.31
Hyundai,2018,Car,All Car,686,0.043,28.91,307.28,46.52
GM,2018,Car,All Car,992,0.062,29.34,301.15,46.41
GM,2018,Car,Sedan/Wagon,599,0.038,29.64,296.63,47.13
Kia,2018,Car,All Car,403,0.025,29.80,297.73,46.16
All,2018,Car,All Car,7800,0.48,29.89,294.59,46.51
Honda,2018,All,All,1627,0.102,29.98,295.58,47.41
Nissan,2018,Car,Car SUV,139,0.009,30.13,294.99,46.40
Nissan,2018,Car,All Car,896,0.056,30.13,293.76,46.01
Nissan,2018,Car,Sedan/Wagon,757,0.048,30.13,293.54,45.94
Mazda,2018,Car,All Car,204,0.013,30.20,294.30,45.65
Honda,2018,Car,Car SUV,159,0.01,30.21,294.13,46.13
Kia,2018,Car,Sedan/Wagon,346,0.022,30.61,289.77,45.95
All,2018,Car,Sedan/Wagon,5962,0.367,30.76,285.55,46.68
Mazda,2018,Car,Sedan/Wagon,145,0.009,30.90,287.57,45.38
Toyota,2018,Car,All Car,1251,0.079,31.43,282.17,46.11
Hyundai,2018,Car,Sedan/Wagon,422,0.027,31.85,278.92,46.52
Honda,2018,Car,All Car,1032,0.065,33.06,267.45,46.26
Toyota,2018,Car,Sedan/Wagon,974,0.061,33.24,266.59,46.28
Honda,2018,Car,Sedan/Wagon,874,0.055,33.64,262.60,46.28
Tesla,2018,Car,Car SUV,17,0.001,89.88,0.00,54.80
Tesla,2018,Truck,All Truck,7,0,90.31,0.00,54.80
Tesla,2018,Truck,Truck SUV,7,0,90.31,0.00,54.80
Tesla,2018,All,All,193,0.012,113.67,0.00,50.43
Tesla,2018,Car,All Car,186,0.012,114.76,0.00,50.27
Tesla,2018,Car,Sedan/Wagon,169,0.011,118.00,0.00,49.82
Stellantis,2019,Truck,Pickup,579,0.037,18.28,486.65,67.95
Nissan,2019,Truck,Pickup,136,0.009,18.51,480.08,56.61
Toyota,2019,Truck,Pickup,372,0.024,18.59,477.99,60.25
GM,2019,Truck,Pickup,706,0.045,18.75,474.55,66.83
All,2019,Truck,Pickup,2521,0.156,19.03,467.42,65.11
Ford,2019,Truck,Pickup,670,0.042,20.22,439.88,65.94
GM,2019,Truck,All Truck,1707,0.108,20.42,435.40,58.29
Hyundai,2019,Truck,All Truck,11,0.001,20.67,430.02,49.20
Hyundai,2019,Truck,Truck SUV,11,0.001,20.67,430.02,49.20
Stellantis,2019,Truck,All Truck,1704,0.108,20.72,429.03,56.26
Ford,2019,Truck,All Truck,1248,0.079,20.89,425.75,59.10
Mercedes,2019,Truck,Truck SUV,110,0.007,20.92,422.58,50.73
Mercedes,2019,Truck,All Truck,114,0.007,20.95,421.95,51.00
Kia,2019,Truck,Minivan/Van,13,0.001,21.13,420.62,57.50
Stellantis,2019,All,All,2109,0.134,21.24,418.43,54.93
Ford,2019,Truck,Truck SUV,530,0.034,21.59,411.64,51.01
Honda,2019,Truck,Pickup,58,0.004,21.75,408.65,57.43
GM,2019,Truck,Truck SUV,1001,0.063,21.80,407.80,52.27
Nissan,2019,Truck,All Truck,483,0.031,21.81,407.42,52.13
Stellantis,2019,Truck,Minivan/Van,274,0.017,21.86,405.87,55.69
Mercedes,2019,Truck,Minivan/Van,4,0,21.89,406.06,57.98
All,2019,Truck,All Truck,8969,0.556,21.97,404.28,54.22
Toyota,2019,Truck,All Truck,1263,0.08,22.00,403.97,52.03
Stellantis,2019,Car,Sedan/Wagon,238,0.015,22.22,399.89,52.31
Toyota,2019,Truck,Minivan/Van,57,0.004,22.28,398.94,56.00
Stellantis,2019,Truck,Truck SUV,851,0.054,22.37,397.30,48.50
All,2019,Truck,Minivan/Van,555,0.034,22.43,395.86,55.12
GM,2019,All,All,2554,0.162,22.47,394.98,54.17
Ford,2019,All,All,1816,0.115,22.51,394.76,55.29
VW,2019,Truck,Truck SUV,386,0.024,22.96,383.60,51.17
VW,2019,Truck,All Truck,386,0.024,22.96,383.60,51.17
Ford,2019,Truck,Minivan/Van,48,0.003,23.14,384.14,53.03
Kia,2019,Truck,All Truck,191,0.012,23.16,383.80,49.12
Honda,2019,Truck,Minivan/Van,138,0.009,23.23,382.56,55.10
Kia,2019,Truck,Truck SUV,178,0.011,23.32,381.13,48.51
Nissan,2019,Truck,Truck SUV,327,0.021,23.35,380.56,50.52
All,2019,Truck,Truck SUV,5893,0.365,23.48,378.07,49.48
BMW,2019,Truck,All Truck,122,0.008,23.57,377.03,52.30
BMW,2019,Truck,Truck SUV,122,0.008,23.57,377.03,52.30
Mercedes,2019,All,All,313,0.02,23.68,374.38,49.47
Stellantis,2019,Car,All Car,405,0.026,23.76,373.89,49.34
Toyota,2019,Truck,Truck SUV,833,0.053,23.94,371.23,48.08
All,2019,All,All,16139,1,24.91,355.66,50.77
Honda,2019,Truck,All Truck,738,0.047,25.01,355.35,50.35
Nissan,2019,Truck,Minivan/Van,20,0.001,25.16,353.28,47.90
Mercedes,2019,Car,Sedan/Wagon,159,0.01,25.55,347.62,48.66
Mercedes,2019,Car,All Car,199,0.013,25.59,347.07,48.60
Ford,2019,Car,Car SUV,208,0.013,25.65,346.45,46.82
Mercedes,2019,Car,Car SUV,40,0.003,25.77,344.86,48.36
Toyota,2019,All,All,2372,0.15,25.77,344.62,49.46
Hyundai,2019,Car,Car SUV,323,0.02,25.84,342.97,46.83
Honda,2019,Truck,Truck SUV,542,0.034,25.93,342.77,48.39
Mazda,2019,Truck,Truck SUV,128,0.008,26.04,341.54,47.70
Mazda,2019,Truck,All Truck,128,0.008,26.04,341.54,47.70
VW,2019,All,All,770,0.049,26.13,337.76,48.23
BMW,2019,All,All,360,0.023,26.17,337.18,49.26
Kia,2019,Car,Car SUV,35,0.002,26.36,337.09,46.59
Stellantis,2019,Car,Car SUV,168,0.011,26.37,336.97,45.13
Nissan,2019,All,All,1366,0.087,26.97,328.59,48.14
Ford,2019,Car,All Car,568,0.036,27.14,326.72,46.91
All,2019,Car,Car SUV,1891,0.117,27.50,322.53,46.36
BMW,2019,Car,Sedan/Wagon,207,0.013,27.62,317.56,47.39
BMW,2019,Car,All Car,238,0.015,27.74,316.70,47.70
Mazda,2019,All,All,267,0.017,27.81,319.68,46.26
GM,2019,Car,Sedan/Wagon,395,0.025,27.98,312.76,46.65
Kia,2019,All,All,581,0.037,28.07,315.65,47.04
Ford,2019,Car,Sedan/Wagon,360,0.023,28.09,315.33,46.96
Toyota,2019,Car,Car SUV,234,0.015,28.12,315.99,46.95
GM,2019,Car,All Car,847,0.054,28.15,313.50,45.87
GM,2019,Car,Car SUV,453,0.029,28.30,314.15,45.19
Subaru,2019,Truck,Truck SUV,627,0.04,28.30,313.89,46.10
Subaru,2019,Truck,All Truck,627,0.04,28.30,313.89,46.10
Subaru,2019,All,All,775,0.049,28.45,312.29,45.86
Hyundai,2019,All,All,655,0.041,28.52,310.60,46.64
BMW,2019,Car,Car SUV,32,0.002,28.57,311.11,49.76
Mazda,2019,Car,Car SUV,59,0.004,28.59,310.88,46.30
Hyundai,2019,Car,All Car,644,0.041,28.71,308.51,46.60
Honda,2019,All,All,1731,0.11,28.89,307.36,47.79
Subaru,2019,Car,All Car,149,0.009,29.09,305.53,44.86
Subaru,2019,Car,Sedan/Wagon,149,0.009,29.09,305.53,44.86
Honda,2019,Car,Car SUV,176,0.011,29.43,301.94,46.78
Nissan,2019,Car,Car SUV,121,0.008,29.58,300.49,46.80
Mazda,2019,Car,All Car,139,0.009,29.67,299.55,44.93
All,2019,Car,All Car,7171,0.444,29.91,294.84,46.45
VW,2019,Car,All Car,385,0.024,30.33,291.81,45.27
VW,2019,Car,Sedan/Wagon,385,0.024,30.33,291.81,45.27
Mazda,2019,Car,Sedan/Wagon,80,0.005,30.51,291.24,43.92
All,2019,Car,Sedan/Wagon,5280,0.327,30.87,284.92,46.48
Nissan,2019,Car,All Car,884,0.056,30.96,285.51,45.97
Nissan,2019,Car,Sedan/Wagon,763,0.048,31.19,283.13,45.84
Kia,2019,Car,All Car,389,0.025,31.33,282.19,46.02
Kia,2019,Car,Sedan/Wagon,355,0.022,31.92,276.85,45.97
Toyota,2019,Car,All Car,1109,0.07,32.02,277.03,46.53
Hyundai,2019,Car,Sedan/Wagon,320,0.02,32.34,273.71,46.36
Honda,2019,Car,All Car,993,0.063,32.65,271.70,45.89
Toyota,2019,Car,Sedan/Wagon,875,0.055,33.25,266.63,46.42
Honda,2019,Car,Sedan/Wagon,817,0.052,33.44,265.20,45.70
Tesla,2019,Car,Car SUV,8,0.001,91.90,0.00,54.80
Tesla,2019,Truck,All Truck,3,0,92.81,0.00,54.80
Tesla,2019,Truck,Truck SUV,3,0,92.81,0.00,54.80
Tesla,2019,All,All,126,0.008,118.00,0.00,49.93
Tesla,2019,Car,All Car,122,0.008,118.85,0.00,49.81
Tesla,2019,Car,Sedan/Wagon,114,0.007,121.37,0.00,49.45
Toyota,2020,Truck,Pickup,300,0.022,18.41,482.83,60.41
Stellantis,2020,Truck,Pickup,439,0.033,18.75,475.51,66.25
All,2020,Truck,Pickup,1976,0.144,19.19,464.56,65.64
GM,2020,Truck,Pickup,645,0.048,19.27,464.59,68.28
Nissan,2020,Truck,Pickup,39,0.003,19.78,449.37,57.57
Ford,2020,Truck,Pickup,520,0.039,19.80,448.87,66.03
VW,2020,Car,Car SUV,8,0.001,20.49,433.82,54.80
GM,2020,Truck,All Truck,1523,0.114,20.86,427.45,58.87
Stellantis,2020,Truck,All Truck,1314,0.098,20.96,424.26,55.84
Kia,2020,Truck,Minivan/Van,12,0.001,21.14,420.48,57.50
Honda,2020,Truck,Pickup,33,0.002,21.27,417.86,57.41
Stellantis,2020,All,All,1548,0.116,21.29,417.67,54.86
Stellantis,2020,Car,Sedan/Wagon,142,0.011,21.69,409.81,52.39
Mercedes,2020,Truck,Truck SUV,164,0.012,21.84,406.57,52.69
Ford,2020,Truck,All Truck,1241,0.093,21.84,406.95,58.11
Mercedes,2020,Truck,All Truck,182,0.014,21.90,405.51,53.18
Stellantis,2020,Truck,Truck SUV,717,0.054,22.03,403.66,49.23
GM,2020,Truck,Truck SUV,879,0.066,22.21,400.20,51.97
Toyota,2020,Truck,All Truck,961,0.072,22.31,398.33,52.61
Toyota,2020,Truck,Minivan/Van,66,0.005,22.32,398.21,56.00
Hyundai,2020,Truck,All Truck,79,0.006,22.35,397.71,53.50
Hyundai,2020,Truck,Truck SUV,79,0.006,22.35,397.71,53.50
All,2020,Truck,All Truck,7691,0.561,22.37,397.47,54.29
Mercedes,2020,Truck,Minivan/Van,18,0.001,22.44,395.95,57.52
VW,2020,Truck,Truck SUV,250,0.019,22.74,389.29,49.35
VW,2020,Truck,All Truck,250,0.019,22.74,389.29,49.35
Kia,2020,Truck,All Truck,244,0.018,22.87,388.54,50.43
Kia,2020,Truck,Truck SUV,231,0.017,22.97,386.81,50.05
Ford,2020,All,All,1689,0.126,23.01,386.05,55.39
GM,2020,All,All,2269,0.17,23.04,385.81,54.49
BMW,2020,Truck,All Truck,117,0.009,23.12,383.40,52.77
BMW,2020,Truck,Truck SUV,117,0.009,23.12,383.40,52.77
Nissan,2020,Truck,All Truck,324,0.024,23.13,384.14,51.12
Stellantis,2020,Car,All Car,234,0.017,23.35,380.55,49.32
All,2020,Truck,Minivan/Van,402,0.029,23.35,379.32,55.47
Mercedes,2020,All,All,324,0.024,23.43,379.14,51.26
Stellantis,2020,Truck,Minivan/Van,158,0.012,23.46,375.65,56.97
Ford,2020,Truck,Truck SUV,673,0.05,23.54,377.30,52.39
Nissan,2020,Truck,Truck SUV,266,0.02,23.60,376.62,50.38
Honda,2020,Truck,Minivan/Van,75,0.006,23.61,376.37,55.10
All,2020,Truck,Truck SUV,5313,0.387,23.75,373.89,49.98
Ford,2020,Truck,Minivan/Van,47,0.003,24.18,367.58,52.56
VW,2020,All,All,430,0.032,24.92,354.09,48.09
Toyota,2020,Truck,Truck SUV,594,0.044,24.99,355.68,48.29
Nissan,2020,Truck,Minivan/Van,19,0.001,25.16,353.28,47.90
All,2020,All,All,13721,1,25.38,348.77,50.92
Honda,2020,Truck,All Truck,572,0.043,25.43,349.46,49.82
BMW,2020,All,All,307,0.023,25.53,346.86,49.68
Mercedes,2020,Car,Sedan/Wagon,106,0.008,25.56,347.74,48.89
Hyundai,2020,Car,Car SUV,338,0.025,25.67,345.24,47.02
Mercedes,2020,Car,All Car,142,0.011,25.75,345.16,48.79
Ford,2020,Car,Sedan/Wagon,240,0.018,25.83,343.29,48.48
Honda,2020,Truck,Truck SUV,464,0.035,26.12,340.25,48.43
Mercedes,2020,Car,Car SUV,36,0.003,26.32,337.61,48.52
Mazda,2020,Truck,Truck SUV,117,0.009,26.43,336.24,47.11
Mazda,2020,Truck,All Truck,117,0.009,26.43,336.24,47.11
Stellantis,2020,Car,Car SUV,92,0.007,26.49,335.47,44.59
Kia,2020,Car,Car SUV,58,0.004,26.82,331.33,46.59
Toyota,2020,All,All,2022,0.151,26.98,329.01,49.32
Ford,2020,Car,All Car,449,0.034,27.04,328.27,47.84
BMW,2020,Car,Sedan/Wagon,173,0.013,27.08,326.56,47.57
BMW,2020,Car,All Car,190,0.014,27.28,324.30,47.77
Kia,2020,All,All,645,0.048,27.70,320.01,47.46
Mazda,2020,All,All,234,0.018,27.88,318.81,46.32
Nissan,2020,All,All,1030,0.077,27.93,317.36,48.08
Subaru,2020,Car,All Car,109,0.008,28.14,315.77,44.90
Subaru,2020,Car,Sedan/Wagon,109,0.008,28.14,315.77,44.90
GM,2020,Car,Car SUV,442,0.033,28.21,315.01,45.23
Toyota,2020,Car,Car SUV,200,0.015,28.25,314.63,46.97
All,2020,Car,Car SUV,1785,0.13,28.38,310.32,46.59
Hyundai,2020,All,All,743,0.056,28.43,311.85,47.24
Subaru,2020,All,All,606,0.045,28.48,311.83,46.14
Subaru,2020,Truck,Truck SUV,497,0.037,28.56,310.96,46.41
Subaru,2020,Truck,All Truck,497,0.037,28.56,310.96,46.41
Ford,2020,Car,Car SUV,209,0.016,28.56,311.07,47.11
VW,2020,Car,All Car,180,0.013,28.75,305.19,46.33
Mazda,2020,Car,Car SUV,62,0.005,28.76,308.95,45.99
Honda,2020,All,All,1340,0.1,29.08,305.44,47.69
GM,2020,Car,All Car,745,0.056,29.27,300.75,45.54
VW,2020,Car,Sedan/Wagon,173,0.013,29.27,299.50,45.95
Hyundai,2020,Car,All Car,663,0.05,29.38,301.57,46.50
Mazda,2020,Car,All Car,118,0.009,29.48,301.50,45.54
BMW,2020,Car,Car SUV,17,0.001,29.49,301.35,49.81
Honda,2020,Car,Car SUV,125,0.009,29.54,300.85,46.79
Nissan,2020,Car,Car SUV,102,0.008,29.57,300.50,46.63
Mazda,2020,Car,Sedan/Wagon,55,0.004,30.32,293.13,45.03
All,2020,Car,All Car,6030,0.439,30.66,286.65,46.61
Nissan,2020,Car,All Car,706,0.053,30.86,286.74,46.69
GM,2020,Car,Sedan/Wagon,303,0.023,30.95,279.96,46.00
Nissan,2020,Car,Sedan/Wagon,604,0.045,31.09,284.42,46.70
All,2020,Car,Sedan/Wagon,4245,0.309,31.73,276.70,46.62
Kia,2020,Car,All Car,401,0.03,31.78,278.30,45.66
Honda,2020,Car,All Car,768,0.057,32.56,272.67,46.11
Kia,2020,Car,Sedan/Wagon,343,0.026,32.82,269.26,45.50
Honda,2020,Car,Sedan/Wagon,643,0.048,33.23,267.18,45.98
Toyota,2020,Car,All Car,1062,0.079,33.29,266.30,46.35
Hyundai,2020,Car,Sedan/Wagon,325,0.024,34.59,256.10,45.95
Toyota,2020,Car,Sedan/Wagon,862,0.064,34.74,255.07,46.20
Tesla,2020,Truck,All Truck,5,0,97.09,0.00,54.80
Tesla,2020,Truck,Truck SUV,5,0,97.09,0.00,54.80
Tesla,2020,Car,Car SUV,59,0.004,112.13,0.00,52.07
Tesla,2020,All,All,182,0.014,119.09,0.00,50.57
Tesla,2020,Car,All Car,177,0.013,119.92,0.00,50.44
Tesla,2020,Car,Sedan/Wagon,118,0.009,124.22,0.00,49.63
Toyota,2021,Truck,Pickup,402,0.03,18.62,477.41,60.03
Stellantis,2021,Truck,Pickup,470,0.035,18.70,477.73,67.18
Nissan,2021,Truck,Pickup,58,0.004,18.95,469.00,61.11
GM,2021,Truck,Pickup,760,0.056,19.11,471.38,67.65
All,2021,Truck,Pickup,2224,0.161,19.33,462.58,65.75
GM,2021,Truck,All Truck,1673,0.123,20.17,443.96,60.02
Mercedes,2021,Truck,Minivan/Van,3,0,20.74,428.40,58.58
Ford,2021,Truck,Pickup,507,0.037,20.92,424.99,67.07
Honda,2021,Truck,Pickup,28,0.002,20.95,424.12,57.40
Stellantis,2021,Truck,All Truck,1444,0.107,21.07,420.76,56.30
GM,2021,Truck,Truck SUV,913,0.067,21.14,421.12,53.66
Kia,2021,Truck,Minivan/Van,7,0.001,21.14,420.30,57.51
Stellantis,2021,All,All,1669,0.123,21.26,417.16,55.49
Stellantis,2021,Car,Sedan/Wagon,159,0.012,21.33,416.68,52.68
GM,2021,All,All,2120,0.156,21.57,414.14,56.94
Mercedes,2021,Truck,All Truck,172,0.013,21.93,405.18,52.36
Mercedes,2021,Truck,Truck SUV,168,0.012,21.96,404.75,52.25
Stellantis,2021,Truck,Truck SUV,867,0.064,22.14,399.72,50.29
Ford,2021,Truck,All Truck,1142,0.084,22.14,401.40,58.76
Stellantis,2021,Car,All Car,225,0.017,22.55,394.07,50.30
All,2021,Truck,All Truck,8692,0.629,22.72,390.66,54.30
Hyundai,2021,Truck,All Truck,134,0.01,22.74,390.74,52.40
Hyundai,2021,Truck,Truck SUV,134,0.01,22.74,390.74,52.40
VW,2021,Truck,Truck SUV,418,0.031,22.74,386.09,50.84
VW,2021,Truck,All Truck,418,0.031,22.74,386.09,50.84
Ford,2021,All,All,1331,0.098,22.95,384.79,57.18
Ford,2021,Truck,Truck SUV,613,0.045,23.16,383.49,52.17
Nissan,2021,Truck,All Truck,259,0.019,23.39,379.90,51.12
BMW,2021,Truck,All Truck,151,0.011,23.58,369.11,52.66
BMW,2021,Truck,Truck SUV,151,0.011,23.58,369.11,52.66
Honda,2021,Truck,Minivan/Van,45,0.003,23.63,376.13,55.10
Mercedes,2021,All,All,305,0.023,23.64,375.97,50.93
All,2021,Truck,Truck SUV,6169,0.447,24.06,368.03,50.10
Toyota,2021,Truck,All Truck,1507,0.111,24.17,366.40,51.92
Kia,2021,Truck,All Truck,263,0.019,24.64,360.66,49.63
VW,2021,All,All,633,0.047,24.72,352.49,49.55
Kia,2021,Truck,Truck SUV,256,0.019,24.76,358.95,49.40
Nissan,2021,Truck,Minivan/Van,17,0.001,24.95,356.22,47.90
Ford,2021,Truck,Minivan/Van,22,0.002,24.97,355.85,50.45
Nissan,2021,Truck,Truck SUV,184,0.014,25.10,354.09,48.27
Stellantis,2021,Truck,Minivan/Van,107,0.008,25.28,341.36,57.17
All,2021,All,All,13812,1,25.42,346.85,51.55
Honda,2021,Truck,All Truck,523,0.039,25.56,347.65,49.54
BMW,2021,All,All,343,0.025,25.83,338.96,50.09
Mercedes,2021,Car,Sedan/Wagon,90,0.007,25.98,342.09,49.33
Honda,2021,Truck,Truck SUV,450,0.033,26.13,340.10,48.50
Stellantis,2021,Car,Car SUV,66,0.005,26.15,339.89,44.60
Mazda,2021,Truck,Truck SUV,232,0.017,26.22,338.90,46.98
Mazda,2021,Truck,All Truck,232,0.017,26.22,338.90,46.98
Mercedes,2021,Car,All Car,134,0.01,26.25,338.50,49.09
Toyota,2021,Truck,Truck SUV,1012,0.075,26.52,333.22,48.23
Mercedes,2021,Car,Car SUV,44,0.003,26.84,331.16,48.60
Toyota,2021,All,All,2563,0.189,27.10,326.77,49.69
Hyundai,2021,Car,Car SUV,195,0.014,27.26,322.88,45.94
All,2021,Truck,Minivan/Van,298,0.022,27.26,322.28,55.74
Subaru,2021,Car,All Car,63,0.005,27.30,325.50,44.95
Subaru,2021,Car,Sedan/Wagon,63,0.005,27.30,325.50,44.95
Mazda,2021,All,All,382,0.028,27.39,324.50,46.40
BMW,2021,Car,Sedan/Wagon,171,0.013,27.78,316.38,47.86
BMW,2021,Car,All Car,192,0.014,27.91,315.28,48.07
Honda,2021,All,All,1141,0.084,28.49,311.76,47.93
Kia,2021,Car,Car SUV,51,0.004,28.50,311.83,45.84
Honda,2021,Car,Car SUV,120,0.009,28.54,311.36,47.27
Hyundai,2021,All,All,581,0.043,28.55,310.04,47.85
Nissan,2021,All,All,886,0.065,28.56,310.56,47.60
Toyota,2021,Car,Car SUV,279,0.021,28.66,310.09,46.89
Kia,2021,All,All,624,0.046,28.69,309.60,47.58
Subaru,2021,All,All,633,0.047,28.75,309.00,45.86
Mazda,2021,Car,Car SUV,72,0.005,28.82,308.35,45.76
VW,2021,Car,Sedan/Wagon,183,0.014,28.89,302.40,46.43
Subaru,2021,Truck,Truck SUV,570,0.042,28.92,307.17,45.97
Subaru,2021,Truck,All Truck,570,0.042,28.92,307.17,45.97
BMW,2021,Car,Car SUV,22,0.002,28.99,306.59,49.70
GM,2021,Car,Car SUV,267,0.02,29.04,305.97,45.18
Ford,2021,Car,Car SUV,107,0.008,29.10,304.23,46.24
GM,2021,Car,All Car,447,0.033,29.17,302.46,45.42
GM,2021,Car,Sedan/Wagon,179,0.013,29.35,297.21,45.77
Mazda,2021,Car,All Car,150,0.011,29.41,302.19,45.50
Ford,2021,Car,All Car,189,0.014,29.46,284.44,47.63
VW,2021,Car,All Car,215,0.016,29.73,287.35,47.06
Ford,2021,Car,Sedan/Wagon,82,0.006,29.94,258.52,49.45
Mazda,2021,Car,Sedan/Wagon,78,0.006,29.97,296.54,45.26
Nissan,2021,Car,Car SUV,124,0.009,30.41,292.23,46.49
Hyundai,2021,Car,All Car,447,0.033,30.90,285.95,46.49
All,2021,Car,Car SUV,1572,0.114,30.98,277.66,46.84
Nissan,2021,Car,All Car,628,0.046,31.42,281.99,46.15
Honda,2021,Car,All Car,618,0.046,31.55,281.39,46.57
Nissan,2021,Car,Sedan/Wagon,504,0.037,31.67,279.46,46.06
All,2021,Car,All Car,5120,0.371,31.85,272.48,46.87
All,2021,Car,Sedan/Wagon,3548,0.257,32.25,270.19,46.89
Honda,2021,Car,Sedan/Wagon,498,0.037,32.38,274.14,46.40
Kia,2021,Car,All Car,361,0.027,32.59,272.34,46.09
Toyota,2021,Car,All Car,1055,0.078,32.78,270.16,46.50
Kia,2021,Car,Sedan/Wagon,310,0.023,33.38,265.85,46.13
Hyundai,2021,Car,Sedan/Wagon,253,0.019,34.44,257.53,46.92
Toyota,2021,Car,Sedan/Wagon,776,0.057,34.56,255.82,46.36
VW,2021,Car,Car SUV,32,0.002,35.67,200.99,50.67
Toyota,2021,Truck,Minivan/Van,93,0.007,35.76,248.48,57.00
Tesla,2021,Car,Car SUV,155,0.011,118.97,0.00,51.29
Tesla,2021,Truck,All Truck,24,0.002,119.76,0.00,51.41
Tesla,2021,Truck,Truck SUV,24,0.002,119.76,0.00,51.41
Tesla,2021,All,All,339,0.025,123.92,0.00,50.63
Tesla,2021,Car,All Car,315,0.023,124.24,0.00,50.57
Tesla,2021,Car,Sedan/Wagon,160,0.012,129.83,0.00,49.88
GM,2022,Truck,Pickup,669,0.053,18.69,480.35,66.35
Stellantis,2022,Truck,Pickup,430,0.034,19.21,465.90,67.11
All,2022,Truck,Pickup,2105,0.164,20.01,444.50,64.65
GM,2022,Truck,All Truck,1353,0.108,20.18,443.23,59.32
Nissan,2022,Truck,Pickup,96,0.008,20.39,435.80,55.24
Toyota,2022,Truck,Pickup,329,0.026,20.54,432.60,60.24
Ford,2022,Car,Sedan/Wagon,45,0.004,20.88,425.56,47.66
Honda,2022,Truck,Pickup,40,0.003,20.95,424.12,57.40
Stellantis,2022,Truck,All Truck,1159,0.092,21.19,416.99,57.52
Stellantis,2022,All,All,1333,0.106,21.31,414.86,56.73
Stellantis,2022,Car,Sedan/Wagon,150,0.012,21.61,411.25,52.64
Ford,2022,Truck,Pickup,526,0.042,21.72,405.50,65.52
GM,2022,Truck,Truck SUV,684,0.055,21.89,406.96,52.45
GM,2022,All,All,1805,0.144,21.96,405.59,56.01
Mercedes,2022,Truck,Minivan/Van,18,0.001,22.01,403.77,57.58
Stellantis,2022,Truck,Truck SUV,592,0.047,22.05,397.56,50.75
Mercedes,2022,Truck,All Truck,173,0.014,22.08,402.49,53.38
Mercedes,2022,Truck,Truck SUV,155,0.012,22.09,402.35,52.90
Stellantis,2022,Car,All Car,174,0.014,22.18,400.69,51.46
Nissan,2022,Truck,All Truck,256,0.02,22.27,399.00,52.88
Ford,2022,Truck,All Truck,1320,0.105,22.38,395.56,56.88
Ford,2022,Truck,Truck SUV,757,0.06,22.75,390.45,51.20
Kia,2022,Truck,Minivan/Van,31,0.002,23.01,386.29,58.06
All,2022,Truck,All Truck,8110,0.631,23.05,383.98,54.16
Ford,2022,All,All,1490,0.119,23.15,380.03,55.88
BMW,2022,Truck,All Truck,179,0.014,23.39,371.44,52.80
BMW,2022,Truck,Truck SUV,179,0.014,23.39,371.44,52.80
Nissan,2022,Truck,Truck SUV,160,0.013,23.57,376.98,51.47
Honda,2022,Truck,Minivan/Van,70,0.006,23.60,376.51,55.10
Mercedes,2022,All,All,298,0.024,23.77,371.07,52.20
All,2022,Truck,Truck SUV,5632,0.438,24.24,364.36,50.11
